,X,Y,Label
0,-5.806058969146405,-2.7399449992740794,2.0
1,2.051274771935478,4.974649588201342,1.0
2,-2.32799180327673,-4.88748912236284,2.0
3,1.9037279283758817,1.9896592947926293,1.0
4,3.8697197518422186,5.598940884276333,1.0
5,-4.6093635829311586,-2.9122247853494407,2.0
6,4.262327713013702,2.3580152940302948,1.0
7,2.953550734866509,1.3759675419746773,1.0
8,-6.225080989894587,1.029139815152531,2.0
9,-2.691942454169204,-6.2013188315798535,2.0
10,-3.5408247163676876,-1.3507305026055172,2.0
11,5.813603394072585,0.25279317617473707,1.0
12,5.050151463195811,1.75926092237242,1.0
13,2.7004503627011207,1.3798366533655246,1.0
14,2.936117299298195,3.5577373398491487,1.0
15,-2.6168276855015598,-3.43279917633134,2.0
16,1.2837533148308746,2.2701935736872394,1.0
17,4.198092567134593,4.0120519578032585,1.0
18,0.1093969127428287,-5.26640911436676,2.0
19,-3.8275635836547592,-4.135330478483706,2.0
20,-5.6161347350345885,-1.9122147251565662,2.0
21,-3.077542652384073,-2.1935149528696023,2.0
22,3.6442980704301036,1.8438342423733036,1.0
23,-3.069135339416734,-3.747526304743624,2.0
24,-4.479314271733481,-1.1335471119925358,2.0
25,-5.541643789499069,-4.601025245008853,2.0
26,5.138853342121364,3.937585972287959,1.0
27,3.9097167554410173,2.569765571896028,1.0
28,4.262379669939608,1.4981987136346568,1.0
29,6.26379812635946,2.782338256331454,1.0
30,-1.0498297157483627,-1.9740150531143459,2.0
31,5.580446364059407,8.843092580943487,1.0
32,0.5259499879949363,3.1952907897315077,1.0
33,3.9726684055564636,3.279870523263222,1.0
34,1.759224865722934,-4.366043936103267,2.0
35,4.700161586769186,4.464908623052552,1.0
36,0.8966133263706833,4.261322901785652,1.0
37,-4.87758628339928,-2.1642110168635855,2.0
38,-2.3285376764134273,-2.6412623785168643,2.0
39,-4.132656106139456,-2.39084801784282,2.0
40,-0.4019948280585597,-3.1533524268053794,2.0
41,2.5563596653862244,0.9346594932283705,1.0
42,-1.7222546867484658,-2.963883029614123,2.0
43,-2.8433124728917245,-2.807490910108158,2.0
44,3.0892516927507985,-0.6376585844440115,1.0
45,2.0551505461621384,4.548422220846723,1.0
46,3.5624865945577033,1.1601392973859295,1.0
47,3.2201707305173075,-0.23820104876743864,1.0
48,4.553996989012846,3.110343445142271,1.0
49,5.391392368436263,1.584580626424792,1.0
50,-2.5313166605373754,-4.779548388303455,2.0
51,1.9448862358069083,3.7812392331120943,1.0
52,3.677299038541847,3.4634558362567844,1.0
53,1.833989397877981,3.9502572846476065,1.0
54,-4.132943850176883,-3.632927498833695,2.0
55,-5.470199557585037,-1.4677310422401846,2.0
56,-6.2910599380219745,-2.7346400366271775,2.0
57,3.9435068851743242,2.322142506185451,1.0
58,0.3233295934789102,5.073610199127334,1.0
59,6.614409411969428,3.281315964364935,1.0
60,-1.4739609902362798,0.2598402566607949,2.0
61,-4.667062000606945,-7.058878744659539,2.0
62,1.1932940230108675,6.7377212768930015,1.0
63,-6.065401730420438,-2.6319472467509675,2.0
64,-3.3743953249685017,-4.429403281312874,2.0
65,5.718968616746988,5.515692064889628,1.0
66,-1.0412490553312164,-3.874804255176044,2.0
67,3.442897516450883,4.410046989506913,1.0
